cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,ore,oreinv,oreoth,oreres,oremult,orenres,orecons,oreag,oregnma,oreothf
"35016","0","2797171","3272376","BANK OF WAUSAU","Wausau","WI","54402","9/30/2010","8/17/2020","NM","2010 W. Stewart Ave.","CENTRAL WI FINL SERVICES INC","1","0","0","4","0","Marathon","48140","Wausau, WI","5/25/1999","5/25/1999","1/24/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","","2987","","2987","614","0","2206","167","0","0",""
"5608","14631","358233","3100330","BANK OF WEDOWEE","Wedowee","AL","36278","9/30/2010","8/17/2020","NM","112 W. Broad St.","SWANN BANCSHARES INC","3","0","0","8","0","Randolph","","","2/6/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","593","","593","383","0","210","0","0","0",""
"4087","0","175056","1062706","BANK OF WESTERN OKLAHOMA","Elk City","OK","73644","9/30/2010","8/17/2020","SM","201 E. Broadway St.","WESTERN OK BANCSHARES INC","6","0","0","2","1","Beckham","","","4/1/1908","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.bankofwesternoklahoma.com","41","","41","38","0","3","0","0","0",""
"15204","0","663722","","BANK OF WESTMINSTER","Westminster","SC","29693","9/30/2010","8/17/2020","NM","306 E. Windsor St.","","1","0","0","8","0","Oconee","","","5/23/1935","6/28/1935","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","53","","53","0","0","0","53","0","0",""
"1418","13991","393355","1060104","BANK OF WESTON","Weston","MO","64098","9/30/2010","8/17/2020","NM","18255 Hwy. 45 N.","WILSON BANCSHARES INC","6","0","0","4","1","Platte","28140","Kansas City, MO-KS","3/21/1893","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","http://www.bankofweston.com","574","","574","200","0","314","60","0","0",""
"22528","10849","123178","2520940","BANK OF WHITMAN","Colfax","WA","99111","9/30/2010","8/17/2020","SM","South 201 Main St.","BK WHITMAN EMPLOYEE STK OWNERSHIP PLAN","20","0","0","4","1","Whitman","","","9/29/1977","9/29/1977","3/31/2006","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","23426","","23426","191","0","14894","841","7500","0",""
"24211","0","209362","1398692","BANK OF WHITTIER, NATIONAL ASSOCIATION","Whittier","CA","90609","9/30/2010","8/17/2020","N","15141 E. Whittier Blvd.","GREATER PACIFIC BANCSHARES","1","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/20/1982","12/20/1982","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","http://www.whittierbank.com","0","","0","0","0","0","0","0","0",""
"8250","0","179335","","BANK OF WIGGINS","Wiggins","MS","39577","9/30/2010","8/17/2020","NM","109 W. Pine Ave.","","3","0","0","4","0","Stone","25060","Gulfport-Biloxi-Pascagoula, MS","12/4/1916","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","http://www.bankofwiggins.com","1563","","1563","1082","0","368","113","0","0",""
"9323","0","625953","3723953","BANK OF WINNFIELD & TRUST COMPANY","Winnfield","LA","71483","9/30/2010","8/17/2020","NM","Jones &main St.","BLACK CAT FINANCIAL CORP","2","0","0","4","1","Winn","","","1/1/1901","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","http://www.bankofwinnfield.com","348","","348","0","0","348","0","0","0",""
"12207","0","800442","3229503","BANK OF WINONA","Winona","MS","38967","9/30/2010","8/17/2020","NM","312 N. Applegate","BANCORP OF WINONA INC","1","0","0","8","1","Montgomery","","","6/15/1885","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","www.bankofwinona.com","1592","","1592","48","0","1544","0","0","0",""
"15136","0","894348","3059746","BANK OF WISCONSIN DELLS","Wisconsin Dells","WI","53965","9/30/2010","8/17/2020","NM","716 Superior St.","DELLS BANCSHARES INC","3","0","0","4","0","Columbia","31540","Madison, WI","2/26/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.dellsbank.com","3472","","3472","135","0","3337","0","0","0",""
"16201","0","729842","1210208","BANK OF WOLCOTT","Wolcott","IN","47995","9/30/2010","8/17/2020","NM","105 N. Range St.","WOLCOTT BCORP","2","0","0","2","1","White","","","10/16/1944","10/16/1944","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.bankofwolcott.com","60","","60","60","0","0","0","0","0",""
"5699","0","176437","1138656","BANK OF WRIGHTSVILLE","Wrightsville","GA","31096","9/30/2010","8/17/2020","NM","156 N. Bradford St.","WRIGHTSVILLE BANCSHARES INC","1","0","0","4","1","Johnson","","","1/1/1897","1/1/1934","6/2/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","WWW.BANKOFWRIGHTSVILLE.COM","2925","","2925","115","0","0","2810","0","0",""
"11715","0","371849","1142297","BANK OF YATES CITY","Yates City","IL","61572","9/30/2010","8/17/2020","NM","107 E Main St.","FIRST BCORP INC","1","0","0","2","1","Knox","","","1/1/1871","1/1/1934","9/8/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.bankofyatescity.com","0","","0","0","0","0","0","0","0",""
"11431","14695","118736","1083402","BANK OF YAZOO CITY","Yazoo City","MS","39194","9/30/2010","8/17/2020","NM","104 N. Main St.","YAZOO CAPITAL CORP","7","0","0","4","0","Yazoo","27140","Jackson, MS","4/15/1876","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","http://www.bankofyazoo.com","751","","751","0","0","751","0","0","0",""
"862","0","359838","","BANK OF YORK","York","AL","36925","9/30/2010","8/17/2020","NM","301 Broad St.","","2","0","0","7","1","Sumter","","","1/1/1911","1/1/1934","4/27/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","0","","0","0","0","0","0","0","0",""
"15104","0","922924","1076208","BANK OF YORK","York","SC","29745","9/30/2010","8/17/2020","NM","13 W Liberty St","YORK BANCSHARES INC","4","0","0","4","0","York","16740","Charlotte-Concord-Gastonia, NC-SC","4/15/1935","4/24/1935","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.bankofyork.com","251","","251","0","0","0","251","0","0",""
"306","13006","860334","1086056","BANK OF ZACHARY","Zachary","LA","70791","9/30/2010","8/17/2020","NM","4743 Main St.","ZACHARY BANCSHARES INC","3","0","0","8","0","East Baton Rouge","12940","Baton Rouge, LA","1/1/1904","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.bankofzachary.com","0","","0","0","0","0","0","0","0",""
"13654","13847","903455","1123111","BANK OF ZUMBROTA","Zumbrota","MN","55992","9/30/2010","8/17/2020","NM","70 W. 3rd","ZUMBROTA AGENCY INC","2","0","0","2","1","Goodhue","","","1/1/1925","2/7/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.bankofzumbrota.bank","115","","115","0","0","115","0","0","0",""
"16547","13612","329149","1210084","BANK PLUS","Estherville","IA","51334","9/30/2010","8/17/2020","NM","1202 Central Ave.","SWEA CITY BCORP INC","4","0","0","2","1","Emmet","","","3/1/1947","3/1/1947","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.bankplusiowa.com","0","","0","0","0","0","0","0","0",""
"58183","0","3471094","","BANK REALE","Pasco","WA","99301","9/30/2010","8/17/2020","NM","5205 Rd. 68","","2","0","0","2","0","Franklin","28420","Kennewick-Richland, WA","9/18/2006","9/18/2006","2/23/2010","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","348","","348","0","0","348","0","0","0",""
"34147","14169","2434113","2896458","BANK RHODE ISLAND","Providence","RI","2903","9/30/2010","8/17/2020","NM","One Turks Head Pl.","BANCORP RHODE ISLAND INC","17","0","0","4","0","Providence","39300","Providence-Warwick, RI-MA","3/22/1996","3/22/1996","12/31/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.bankri.com","1130","","1130","130","0","1000","0","0","0",""
"21897","9969","1006559","1097445","BANK STAR","Pacific","MO","63069","9/30/2010","8/17/2020","NM","1999 W. Osage St.","BANCSTAR INC","1","0","0","4","0","Franklin","41180","St. Louis, MO-IL","1/15/1975","1/15/1975","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bank-star.com","0","","0","0","0","0","0","0","0",""
"10629","10137","435358","1097445","BANK STAR OF THE BOOTHEEL","Steele","MO","63877","9/30/2010","8/17/2020","NM","101 W. Main St.","BANCSTAR INC","2","0","0","2","0","Pemiscot","","","1/1/1904","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","0","","0","0","0","0","0","0","0",""
"16107","10515","862552","1097445","BANK STAR OF THE LEADBELT","Park Hills","MO","63601","9/30/2010","8/17/2020","NM","365 W. Main St.","BANCSTAR INC","6","0","0","4","0","Saint Francois","","","5/1/1905","11/30/1943","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","698","","698","141","0","492","65","0","0",""
"18124","10775","1017256","1097445","BANK STAR ONE","Fulton","MO","65251","9/30/2010","8/17/2020","NM","118 W. 5th St.","BANCSTAR INC","4","0","0","4","0","Callaway","27620","Jefferson City, MO","12/4/1959","12/4/1959","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","","1333","","1333","182","0","397","754","0","0",""
"3402","0","24668","3488681","BANK TEXAS, NATIONAL ASSOCIATION","Quitman","TX","75783","9/30/2010","8/17/2020","N","412 E. Goode St.","BT HOLDINGS INC","6","0","0","8","0","Wood","","","10/21/1914","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.bthbank.com","2573","","2573","1985","0","588","0","0","0",""
"17883","53463","804758","3354807","BANK VI","Salina","KS","67401","9/30/2010","8/17/2020","SM","1900 S. Ohio St.","SIXTH BANCSHARES INC","2","0","0","4","1","Saline","","","1/1/1909","7/2/1958","11/23/2009","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","0","","0","0","0","0","0","0","0",""
"29087","2889","955977","","BANK'34","Alamogordo","NM","88310","9/30/2010","8/17/2020","SA","500 10th St.","","2","0","0","4","0","Otero","","","8/1/1934","11/2/1934","4/21/2008","Stock","0","0","OTS","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","http://www.bank34.com","2202","42","2160","140","0","2020","0","","0",""
"32740","14506","1434826","1472257","BANKANNAPOLIS","Annapolis","MD","21401","9/30/2010","8/17/2020","SM","1000 Bestgate Rd.","ANNAPOLIS BCORP INC","8","0","0","4","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","1/5/1990","1/5/1990","7/1/2008","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","1739","","1739","0","0","0","1739","0","0",""
"58525","0","3631067","","BANKASIANA","Palisades Park","NJ","7650","9/30/2010","8/17/2020","NM","7 Broad Ave.","","2","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","10/31/2007","10/31/2007","1/28/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","0","","0","0","0","0","0","0","0",""
"30559","5551","347572","","BANKATLANTIC","Fort Lauderdale","FL","33304","9/30/2010","8/17/2020","SA","1750 E Sunrise Blvd","","99","0","0","4","0","Broward","33100","Miami-Fort Lauderdale-West Palm Beach, FL","4/21/1952","4/21/1952","3/31/2006","Stock","0","0","OTS","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","0","","58017","0","58017","16236","7640","3062","31079","","0",""
"57074","0","3010363","3780938","BANKCDA","Coeur D Alene","ID","83814","9/30/2010","8/17/2020","NM","912 N.W. Blvd.","COEUR D ALENE BCORP","3","0","0","4","0","Kootenai","17660","Coeur d'Alene, ID","5/17/2001","5/17/2001","9/8/2008","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","Western","0","1","www.bankcda.com","614","","614","0","0","446","168","0","0",""
"22434","13150","436739","1249048","BANKCHAMPAIGN, NATIONAL ASSOCIATION","Champaign","IL","61820","9/30/2010","8/17/2020","N","2101 S. Neil","MARKET PLACE BANCSHARES INC","3","0","0","4","1","Champaign","16580","Champaign-Urbana, IL","3/14/1977","3/14/1977","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.bankchampaign.com","680","","680","252","0","428","0","0","0",""
"8537","10311","748254","1128228","BANKCHEROKEE","Saint Paul","MN","55107","9/30/2010","8/17/2020","NM","607 S. Smith Ave.","CHEROKEE BANCSHARES INC","4","0","0","4","1","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/15/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.bankcherokee.com","11195","","11195","90","0","5333","5772","0","0",""
"19869","0","230535","3234600","BANKEAST","Knoxville","TN","37902","9/30/2010","8/17/2020","SM","607 Market St.","BANKEAST CORP","10","0","0","4","0","Knox","28940","Knoxville, TN","11/23/1968","11/23/1968","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","4074","","4074","0","0","2319","1755","0","0",""
"57484","0","3142358","1201671","BANKERS TRUST COMPANY","Cedar Rapids","IA","52401","9/30/2010","8/17/2020","NM","221 3rd Ave, S.E.","BTC FINANCIAL CORP","3","0","0","4","0","Linn","16300","Cedar Rapids, IA","12/16/2002","12/16/2002","12/31/2009","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","1243","","1243","824","0","0","419","0","0",""
"953","11653","811046","1201671","BANKERS TRUST COMPANY","Des Moines","IA","50309","9/30/2010","8/17/2020","NM","453 7th St.","BTC FINANCIAL CORP","21","0","1","4","0","Polk","19780","Des Moines-West Des Moines, IA","6/1/1917","1/1/1934","12/31/2009","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.bankerstrust.com","34538","","34538","1539","0","2376","30623","0","0",""
"23537","0","408642","1209958","BANKERS' BANK","Madison","WI","53717","9/30/2010","8/17/2020","SM","7700 Mineral Point Rd.","BANKERS BCORP INC","1","0","0","8","0","Dane","31540","Madison, WI","9/1/1981","9/1/1981","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","0","www.bankersbank.com","3576","","3576","0","0","3576","0","0","0",""
"27351","0","1218446","1250754","BANKERS' BANK OF KANSAS, NATIONAL ASSOCIATION","Wichita","KS","67208","9/30/2010","8/17/2020","N","555 N Woodlawn St","BBOK BANCSHARES INC","1","0","0","4","0","Sedgwick","48620","Wichita, KS","10/5/1988","10/5/1988","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","0","www.bbok.com","533","","533","0","0","0","533","0","0",""
"23210","0","732758","2249401","BANKERS' BANK OF THE WEST","Denver","CO","80202","9/30/2010","8/17/2020","SM","1099 18th St, # 2700","BANKERS BK OF THE W BCORP INC","1","0","0","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","10/1/1980","10/1/1980","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","0","www.bbwest.com","9846","","9846","0","0","0","9846","0","0",""
"34858","0","2722173","","BANKERS' BANK, NORTHEAST","Glastonbury","CT","6033","9/30/2010","8/17/2020","SM","300 Winding Brook Dr.","","1","0","0","4","0","Hartford","25540","Hartford-West Hartford-East Hartford, CT","9/8/1998","9/8/1998","12/11/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","0","","0","","0","0","0","0","0","0","0",""
"28808","2402","454676","","BANKFINANCIAL, FSB","Olympia Fields","IL","60461","9/30/2010","8/17/2020","SA","21110 S. Western Ave.","","22","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","4/3/1935","4/5/2006","Stock","0","1","OTS","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.bankfinancial.com","11158","0","11158","3676","2033","3163","2286","","0",""
"27550","12203","1401686","3599756","BANKFIRST","Winter Park","FL","32789","9/30/2010","8/17/2020","NM","1031 W. Morse Blvd, # 150","CAPGEN CAPITAL GROUP LLC","10","0","0","4","0","Orange","36740","Orlando-Kissimmee-Sanford, FL","7/20/1989","7/20/1989","5/15/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","","10813","","10813","1160","0","5540","4113","0","0",""
"20130","11510","117458","2834076","BANKFIRST","Norfolk","NE","68701","9/30/2010","8/17/2020","NM","13th St. &norfolk Ave.","NORTH CENTRAL BCORP INC","8","0","0","2","0","Madison","","","2/9/1970","2/9/1970","10/5/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","www.bankfirstonline.com","293","","293","205","88","0","0","0","0",""
"8870","10529","914648","1247455","BANKFIRST FINANCIAL SERVICES","Macon","MS","39341","9/30/2010","8/17/2020","NM","110 S. Jefferson St.","BANKFIRST CAPITAL CORP","13","0","0","4","0","Noxubee","","","6/1/1888","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","http://www.bankfirstfs.com","5792","","5792","960","0","740","4092","0","0",""
